Year,Quarter,Segment,Region,Subscribers,Revenue_QR_Mn,ARPU_QR,Data_Usage_GB,Voice_Minutes_Mn,Customer_Satisfaction_Index,Churn_Rate_Pct,Complaints_Resolved_Pct,New_Activations,Deactivations,Avg_Resolution_Time_Hours,eSIM_Activations,Recharge_Transactions_Thousand,Retail_Store_Visits_Thousand,Digital_Sales_Pct,Network_Availability_Pct
2022,Q1,Devices,Umm Salal,105597,162.4100037,102.8600006,260.2900085,51.02000046,90.90000153,2.460000038,99.98999786,29847,12092,3.480000019,4813,655,247,58.15999985,99.94409943
2022,Q1,Devices,Al Khor,105525,132.1300049,106.0500031,227.0800018,62.81999969,82.23999786,2.690000057,97.51000214,31225,10396,3.74000001,6496,773,206,48.45999908,99.88860321
2022,Q2,Mobile Prepaid,Doha,86611,183.8500061,100.7300034,249.8399963,64.22000122,81.08000183,3.220000029,94.41000366,36907,9939,5.340000153,6297,656,270,67.54000092,99.9552002
2022,Q2,Mobile Prepaid,Al Rayyan,98059,114.8600006,98.37999725,250.3099976,71.37000275,84.26999664,3.019999981,96.79000092,24049,6902,4.460000038,3476,491,207,62.90999985,99.92870331
2022,Q2,Mobile Prepaid,Al Wakrah,115187,167.6199951,110.2099991,246.5599976,70.44999695,89.91999817,2.359999895,96.93000031,32071,10856,7.329999924,6685,542,234,66.72000122,99.94619751
2022,Q2,Mobile Prepaid,Umm Salal,92830,158.7899933,105.6200027,271.4200134,50.09999847,84.66999817,2.329999924,96.05999756,32533,10066,5.300000191,5305,637,266,52.83000183,99.96980286
2022,Q2,Mobile Prepaid,Al Khor,104249,133.6799927,101.5199966,257.3500061,57.88999939,89.30999756,2.769999981,98.23000336,32088,5968,2.930000067,4832,671,186,66.55000305,99.96360016
2022,Q2,Mobile Postpaid,Doha,88616,162.9600067,106.7099991,278.1499939,61.08000183,79.23000336,2.569999933,97.72000122,35476,10811,6.309999943,6113,618,162,55.27000046,99.90589905
2022,Q2,Mobile Postpaid,Al Rayyan,90833,178.75,111.9199982,264.980011,72.59999847,78.86000061,3.400000095,100,31047,16129,3.180000067,5657,785,164,57.97000122,99.9437027
2022,Q2,Mobile Postpaid,Al Wakrah,96478,166.5899963,100.4599991,258.9200134,57.84000015,78.08999634,2.700000048,96.61000061,41051,10517,3.650000095,4321,664,206,64.94000244,99.91719818
2022,Q2,Mobile Postpaid,Umm Salal,92297,160.4900055,107.0999985,216.9100037,55.66999817,71.48999786,2.710000038,97.51000214,34301,8211,5.090000153,4862,401,209,62.79000092,99.91919708
2022,Q2,Mobile Postpaid,Al Khor,103613,132.5099945,107.2699966,271.5700073,38.11000061,84.69000244,2.589999914,95.69999695,36506,10612,2.869999886,4282,455,224,69.59999847,99.94329834
2022,Q2,Fixed Broadband,Doha,91784,170.8200073,112.9800034,234.6100006,75.16999817,77.51999664,2.210000038,94.75,34295,12207,4.360000134,5457,526,252,50.00999832,99.94290161
2022,Q2,Fixed Broadband,Al Rayyan,118572,166.7799988,112.3399963,272.6799927,50.95000076,79.59999847,3.089999914,97.5,28491,8587,4.989999771,4533,586,182,57.88000107,99.92440033
2022,Q2,Fixed Broadband,Al Wakrah,87920,164.8000031,110.7900009,237.7299957,49.79000092,73.98999786,1.960000038,98.48999786,24091,7017,4.179999828,4917,812,177,49.90999985,99.9661026
2022,Q2,Fixed Broadband,Umm Salal,110624,154.6699982,101.3899994,244.6499939,55.72000122,77.51000214,2.130000114,97.87999725,34118,9618,7.320000172,4806,836,207,69.19000244,99.91999817
2022,Q2,Fixed Broadband,Al Khor,105788,141.5700073,104.0699997,243.2899933,69.23000336,74.19999695,2.470000029,96.19000244,25573,11192,4.949999809,4482,527,236,50.36000061,99.94200134
2022,Q2,Managed Services,Doha,101352,188.6900024,99.04000092,259.4299927,58.27999878,81.02999878,2.75,99.69000244,32303,10160,3.210000038,5197,768,149,59.70000076,100
2022,Q2,Managed Services,Al Rayyan,86546,166.2299957,108.6600037,244.5700073,49.11999893,79.04000092,2.470000029,97.88999939,34278,10138,6.050000191,4254,515,179,66.15000153,99.92559814
2022,Q2,Managed Services,Al Wakrah,106666,147.3300018,103.8000031,235.8999939,53.81999969,79.01000214,2.369999886,98.37999725,27069,7461,5.730000019,5737,500,248,48.40999985,99.93910217
2022,Q2,Managed Services,Umm Salal,91880,185.8800049,104.3399963,266.4599915,68.5,79.51000214,2.539999962,98.59999847,35316,10308,4.5,5095,491,216,61.45999908,99.94670105
2022,Q2,Managed Services,Al Khor,96603,119.0899963,110.8600006,244.8300018,75.01999664,80.11000061,1.950000048,94.80000305,26947,9608,4.769999981,4951,768,160,39.24000168,99.91660309
2022,Q2,IoT,Doha,106293,137.2299957,103.4000015,224.3200073,52.41999817,86.51999664,2.089999914,97.37000275,35211,7095,4.940000057,4888,544,214,54.33000183,99.94049835
2022,Q2,IoT,Al Rayyan,116545,136,102.5699997,300.9299927,78.44999695,87.91999817,2.470000029,96.16000366,30812,10832,4.429999828,5449,726,127,75.44999695,99.95079803
2022,Q2,IoT,Al Wakrah,111100,169.5500031,103.4300003,233.0800018,52.65000153,79.76999664,1.289999962,99.83999634,29303,12024,5.380000114,4565,513,188,66.61000061,99.96749878
2022,Q2,IoT,Umm Salal,87791,151.9400024,107.6900024,250.1699982,41.25,84.90000153,3.180000067,99.84999847,26071,10666,5.829999924,4472,530,215,60.72000122,99.92079926
2022,Q2,IoT,Al Khor,104349,146.3200073,107.2399979,229.1600037,62.58000183,88.86000061,2.369999886,95.41000366,18888,9832,5.46999979,4551,613,199,52.79999924,99.94709778
2022,Q2,Devices,Doha,99829,160.5800018,113.1600037,235.3999939,53.36000061,81.65000153,3.329999924,98.97000122,23405,11824,2.910000086,6285,549,128,62.65000153,99.95860291
2022,Q2,Devices,Al Rayyan,108454,158.8300018,107.2900009,273.5400085,60.11000061,75.94000244,2.349999905,95.76999664,33688,10683,3.440000057,5845,601,166,50.36999893,99.94239807
2022,Q2,Devices,Al Wakrah,98262,103.9899979,104.3600006,241.1199951,56.15999985,78.04000092,2.079999924,96.94999695,25734,8125,5.760000229,6306,433,192,75.62000275,99.95559692
2022,Q2,Devices,Umm Salal,99468,150.5299988,106.8499985,244.5200043,46.00999832,78.76999664,2.059999943,95.97000122,31556,12835,4.289999962,5158,605,247,74.41999817,99.94879913
2022,Q2,Devices,Al Khor,87075,131.6399994,106.9199982,247.8899994,67.90000153,77.68000031,2.230000019,97.94999695,22599,9163,5.079999924,2813,654,191,56.06000137,99.96790314
2022,Q3,Mobile Prepaid,Doha,93307,160.9700012,102.0500031,296.2099915,71.66999817,84.87000275,2.960000038,96.58999634,35286,9990,4.71999979,4418,624,253,69.43000031,99.92590332
2022,Q3,Mobile Prepaid,Al Rayyan,95578,145.8600006,97.36000061,191.6199951,74,89.08999634,2.880000114,93.01000214,23831,8313,6,4481,548,257,54.24000168,99.96399689
2022,Q3,Mobile Prepaid,Al Wakrah,94544,144.6300049,110.0800018,249.3899994,62.68999863,81.13999939,2.75999999,96.04000092,35291,10591,4.659999847,6852,667,154,71.51000214,99.95800018
2022,Q3,Mobile Prepaid,Umm Salal,109614,183.25,106.1200027,225.8300018,67.54000092,75.95999908,3.059999943,97.23999786,26744,6382,4.900000095,4691,600,231,59.04999924,99.95010376
2022,Q3,Mobile Prepaid,Al Khor,94307,129.9799957,104.2300034,263.769989,57.34000015,82.27999878,2.839999914,99.23999786,24579,8951,4.78000021,4844,437,238,65,99.97820282
2022,Q3,Mobile Postpaid,Doha,88240,185.6900024,116.3399963,279.9500122,70.30999756,85.20999908,2.710000038,96.01999664,29012,8513,5.730000019,5501,760,195,84.30000305,99.97740173
2022,Q3,Mobile Postpaid,Al Rayyan,80204,110.6500015,107.7200012,179.6199951,46.43000031,77.91999817,2.539999962,99.91000366,34706,9570,5.980000019,6525,499,290,58.11000061,99.92050171
2022,Q3,Mobile Postpaid,Al Wakrah,89447,147.7599945,108.4899979,220.5700073,64.05000305,79.25,2.920000076,97.05999756,36187,10598,6.389999866,5353,550,197,32.38999939,99.94799805
2022,Q3,Mobile Postpaid,Umm Salal,114532,141.5700073,107.8899994,228.3800049,61.27999878,84.19999695,1.970000029,97.75,26913,9078,3.150000095,6558,499,231,72.65000153,99.95999908
2022,Q3,Mobile Postpaid,Al Khor,112127,121.6399994,102.1500015,226.0599976,60.70999908,85.69999695,3.140000105,93.19999695,22427,9425,4.960000038,4725,474,259,77.94999695,99.95290375
2022,Q3,Fixed Broadband,Doha,105122,125.5899963,102.4400024,282.2000122,53.06999969,89.33000183,2.049999952,99.06999969,33351,9074,6.369999886,5166,613,234,38.63000107,99.94400024
2022,Q3,Fixed Broadband,Al Rayyan,94538,150.7299957,105.3099976,242.0899963,59.27000046,82.69000244,2.849999905,95.48999786,28321,8043,5.900000095,4732,642,208,57.81999969,99.92369843
2022,Q3,Fixed Broadband,Al Wakrah,102285,127.7799988,98.20999908,251.8999939,89.72000122,80.33000183,1.74000001,95.63999939,31513,14272,5.960000038,3203,559,195,66,99.93009949
2022,Q3,Fixed Broadband,Umm Salal,102985,130.9499969,98.61000061,245.6000061,45.15999985,75.90000153,3.25999999,98.16000366,33630,9457,3.220000029,4109,544,140,52.25,99.95059967
2022,Q3,Fixed Broadband,Al Khor,82967,177.75,102.7300034,187.9900055,69.56999969,81.33999634,2.589999914,95.55999756,24421,6592,6.119999886,6049,782,235,66.65000153,99.91850281
2022,Q3,Managed Services,Doha,99574,166.3000031,99.66000366,236.6600037,59.13000107,78.88999939,2.119999886,97.58000183,40452,10158,6.420000076,4481,679,252,68.52999878,99.9484024
2022,Q3,Managed Services,Al Rayyan,118985,174.3099976,102.2099991,239.6699982,67.73999786,84.87000275,2.799999952,98.59999847,27621,6364,4.320000172,6397,665,159,58.83000183,99.97389984
2022,Q3,Managed Services,Al Wakrah,87916,176.5399933,103.8700027,196.6600037,52.06999969,85.27999878,3.410000086,98.81999969,42128,9877,5.699999809,6850,605,242,54.47999954,99.98459625
2022,Q3,Managed Services,Umm Salal,115894,148.6900024,100.1699982,269.4899902,60.04999924,78.08999634,3.190000057,96.37999725,32884,13258,6.050000191,5461,541,210,54.91999817,99.94229889
2022,Q3,Managed Services,Al Khor,97670,164.6600037,104.5800018,224.4799957,61.84999847,82.34999847,1.629999995,93.69000244,31651,9137,5.789999962,4655,775,229,49.09000015,99.93319702
2022,Q3,IoT,Doha,97889,157.2899933,109.3199997,239.8600006,49.95000076,80.08000183,2.309999943,95.36000061,20723,10231,5.260000229,4738,445,150,61.33000183,99.93599701
2022,Q3,IoT,Al Rayyan,92190,145.7299957,106.1699982,298.1400146,57.70000076,72.88999939,3.710000038,98.02999878,31933,10792,4.340000153,4669,634,177,48.81999969,99.94010162
2022,Q3,IoT,Al Wakrah,95142,172.8000031,100.4000015,217.9199982,34.63999939,88.13999939,2.210000038,100,28711,13162,5.440000057,5100,637,188,61.16999817,99.91719818
2022,Q3,IoT,Umm Salal,100164,116.7099991,100.0599976,314.3800049,48.43999863,74.23999786,3.319999933,98.37999725,27894,9576,5.489999771,5904,622,194,64.70999908,99.95290375
2022,Q3,IoT,Al Khor,98969,148.8200073,109.8399963,272.519989,56.75,83.41999817,3.579999924,92.55000305,30751,12371,4.150000095,4069,486,172,64.80999756,99.95330048
2022,Q3,Devices,Doha,86981,148.0899963,115.4400024,254.4499969,55.15999985,83.02999878,3.680000067,98.55999756,33196,12430,4.840000153,3611,529,202,56.90000153,99.98490143
2022,Q3,Devices,Al Rayyan,83704,162.6399994,97.98000336,268.6300049,63.38999939,82.62000275,1.799999952,99.58000183,36571,12512,5.170000076,4321,487,182,72.79000092,99.96569824
2022,Q3,Devices,Al Wakrah,113605,164.5700073,108.9300003,260.2799988,28.23999977,82.41000366,2.170000076,94.18000031,27038,8766,4.380000114,4877,647,96,63.36999893,99.97290039
2022,Q3,Devices,Umm Salal,81578,154.6399994,104.4700012,234.4600067,53.27000046,75.11000061,2.220000029,98.29000092,29448,10924,5.340000153,4157,801,236,59.81999969,99.93309784
2022,Q3,Devices,Al Khor,95712,103.9300003,99.80000305,218.8500061,79.16000366,78.56999969,2.029999971,98.16000366,38306,9532,5.539999962,4640,432,167,61.06000137,99.93969727
2022,Q4,Mobile Prepaid,Doha,110093,208.3300018,100.9300003,235.8899994,49.93000031,79.41999817,2.789999962,98.23000336,34140,11575,4.230000019,6078,451,228,62.43000031,99.92739868
2022,Q4,Mobile Prepaid,Al Rayyan,100172,188.5399933,103.5400009,224.2599945,65.54000092,72.52999878,2.319999933,98.58999634,27633,12569,4.360000134,5027,704,220,74.30999756,99.91480255
2022,Q4,Mobile Prepaid,Al Wakrah,96531,130.9799957,110.1699982,224.3899994,62.24000168,79.65000153,2.599999905,98.91000366,29485,11510,2.890000105,3778,553,196,46.70000076,99.95860291
2022,Q4,Mobile Prepaid,Umm Salal,98742,149.6600037,109.6600037,213.8099976,63.59000015,78.18000031,2.450000048,96.23000336,33563,7438,7.170000076,4427,759,207,54.36999893,99.95529938
2022,Q4,Mobile Prepaid,Al Khor,112477,113.1699982,105.8700027,286.1499939,49.34999847,76.81999969,2.75,95.06999969,20212,8008,4.78000021,5696,739,153,59.29999924,99.96240234
2022,Q4,Mobile Postpaid,Doha,89619,160.8999939,106.4199982,207.8600006,73.73999786,77.83999634,2.980000019,97.16000366,26039,10752,5.840000153,4019,479,206,56.93999863,99.98059845
2022,Q4,Mobile Postpaid,Al Rayyan,97210,149.6100006,100.9800034,303.9599915,74.27999878,70.88999939,3.529999971,100,24622,8832,2.980000019,5240,650,265,60,99.95490265
2022,Q4,Mobile Postpaid,Al Wakrah,108822,136.0899963,104.9100037,301.8299866,57.95999908,78.62000275,1.700000048,97.16000366,24582,7211,4.079999924,5037,550,241,73.37999725,99.94319916
2022,Q4,Mobile Postpaid,Umm Salal,86177,106.7300034,112.3899994,264.6099854,63.68000031,76,2.910000086,98.11000061,29087,10975,4.920000076,4419,514,236,46.15000153,99.93370056
2022,Q4,Mobile Postpaid,Al Khor,93303,128.9900055,107.5299988,255.8899994,59.65999985,82.94000244,2.690000057,95.61000061,29060,9931,7.230000019,4724,668,177,64.66000366,99.97460175
2022,Q4,Fixed Broadband,Doha,106094,189.6000061,97.66999817,309.1099854,65.91000366,73.23999786,2.410000086,96.80000305,32325,11059,5.739999771,4781,479,227,67.69000244,99.9681015
2022,Q4,Fixed Broadband,Al Rayyan,103673,140.7899933,108.3499985,185.6600037,48.72000122,77.16999817,2.940000057,95.58000183,29100,11890,3.420000076,4898,512,185,50.47000122,99.95200348
2022,Q4,Fixed Broadband,Al Wakrah,106215,156.5500031,97.69999695,256.4100037,74.52999878,80.66000366,1.919999957,93.05000305,27632,12112,5.260000229,3830,381,221,75.29000092,99.97360229
2022,Q4,Fixed Broadband,Umm Salal,107312,132.0599976,97.76000214,220.5800018,43.43999863,82.23999786,3.339999914,100,29575,8693,4.670000076,6195,696,143,54.93000031,99.96640015
2022,Q4,Fixed Broadband,Al Khor,94106,157.9799957,110.1200027,264.2399902,73.16999817,84.15000153,1.450000048,94.54000092,22000,9982,6.559999943,5319,689,103,56.72000122,99.95890045
2022,Q4,Managed Services,Doha,109764,133.1399994,97.16000366,297.6700134,37.41999817,78.97000122,2.859999895,99.51000214,28059,11738,6.119999886,4451,505,59,80.44999695,99.96219635
2022,Q4,Managed Services,Al Rayyan,100587,148.1300049,113.4700012,197.3200073,61.31000137,80.16000366,1.929999948,98.76999664,31335,9895,6.349999905,6013,609,162,65.13999939,99.9382019
2022,Q4,Managed Services,Al Wakrah,84534,147.8300018,107.2300034,268.6700134,64.66999817,78.44999695,1.590000033,100,33299,15376,7.96999979,4949,475,145,54.40999985,99.97930145
2022,Q4,Managed Services,Umm Salal,84689,162.5599976,106.2200012,238.0700073,57.52000046,76.94000244,1.639999986,97.04000092,26426,8789,5.53000021,5918,629,182,62.09999847,99.97460175
2022,Q4,Managed Services,Al Khor,118231,139.4299927,106.9300003,193.7299957,83.58000183,86.13999939,2.099999905,98.31999969,29541,13324,5.400000095,4907,730,176,61.45000076,99.95059967
2022,Q4,IoT,Doha,97137,193.3399963,109.2699966,236.4400024,50.83000183,84.12999725,3.24000001,95.44999695,29782,8644,5.389999866,5218,482,256,60.72000122,99.90480042
2022,Q4,IoT,Al Rayyan,104209,146.5,111.4300003,307.6300049,63.11000061,80.75,3.869999886,96.19000244,20313,12055,4.639999866,4581,522,174,35.61999893,99.96489716
2022,Q4,IoT,Al Wakrah,120252,154.7899933,105.7900009,340.2999878,67.41999817,77.47000122,3.329999924,99.11000061,25853,12302,5.269999981,2883,683,305,47.43999863,99.9394989
2022,Q4,IoT,Umm Salal,111865,138.6100006,105.5599976,239.3899994,63.33000183,72.23999786,2.75999999,96.43000031,26783,11727,5.849999905,4324,591,167,36.88999939,99.95030212
2022,Q4,IoT,Al Khor,86099,169.6600037,107.1299973,251.4900055,77.43000031,83.70999908,2.789999962,95.30999756,24682,13215,4.300000191,6138,617,207,63.34000015,99.9571991
2022,Q4,Devices,Doha,116165,173.0200043,100.0299988,244.3099976,71.19999695,79.51999664,1.830000043,100,35445,7494,5.889999866,3829,709,223,74.91000366,99.95159912
2022,Q4,Devices,Al Rayyan,99459,154.0899963,105.9899979,268.0700073,38.5,88.30000305,3.039999962,97.51000214,20868,10792,5.429999828,5769,765,281,52.13999939,99.93910217
2022,Q4,Devices,Al Wakrah,102239,150.1900024,108.8099976,247.9400024,81.12999725,69,3.369999886,100,28123,8512,4.199999809,6524,633,192,68.98999786,99.97679901
2022,Q4,Devices,Umm Salal,110724,151.6199951,103.4599991,249.8099976,58.86999893,78.76999664,1.460000038,95.12999725,28555,9976,5.130000114,7167,526,208,51.43000031,100
2022,Q4,Devices,Al Khor,105423,164.4900055,103.5800018,205.1300049,63.93000031,85.73999786,1.720000029,97.61000061,35848,9729,5.21999979,4690,719,177,55.06000137,99.96009827
2023,Q1,Mobile Prepaid,Doha,214981,331.8999939,115.5199966,501.5,102.4100037,80.76999664,1.730000019,98.01000214,30002,10691,6.829999924,5470,438,152,66.95999908,99.93609619
2023,Q1,Mobile Prepaid,Al Rayyan,204237,279.980011,116.0899963,487.0899963,113.9000015,79.19999695,2.160000086,98.56999969,34566,17101,6.25,4108,591,74,55.06999969,99.9477005
2023,Q1,Mobile Prepaid,Al Wakrah,215911,293.7900085,103.7699966,517.2800293,135.0200043,82.62000275,2.769999981,98.86000061,35286,15057,5.309999943,4895,519,225,73.37000275,99.94470215
2023,Q1,Mobile Prepaid,Umm Salal,207525,260.1099854,103.9100037,467.8999939,108.2300034,86.51999664,2.099999905,98.68000031,28316,10973,6.670000076,6616,679,180,56.68999863,99.93769836
2023,Q1,Mobile Prepaid,Al Khor,199838,305.0299988,120.3199997,469.3800049,123.5599976,85.5,2.170000076,95.47000122,35205,9636,5.170000076,3748,705,186,65.5,99.96620178
2023,Q1,Mobile Postpaid,Doha,207634,266.0400085,109,490.2399902,112.9599991,80.97000122,2.170000076,98.38999939,25411,12570,4.78000021,5388,658,224,50.38999939,99.93039703
2023,Q1,Mobile Postpaid,Al Rayyan,185102,356.5,105.3399963,488.7099915,85.56999969,81.44999695,3.299999952,99.05999756,28060,10682,4.940000057,5896,520,142,63.22999954,99.93240356
2023,Q1,Mobile Postpaid,Al Wakrah,204687,318,106.2399979,490.5499878,133.1900024,77.77999878,2.829999924,95.69000244,36945,6923,6.920000076,6563,453,171,64.75,99.95950317
2023,Q1,Mobile Postpaid,Umm Salal,208096,286.0299988,111.2799988,529.5599976,136.1900024,79.12000275,1.710000038,95.76000214,28055,11989,5.28000021,5572,578,264,55.08000183,99.92089844
2023,Q1,Mobile Postpaid,Al Khor,197572,296.1300049,104.3000031,456.9500122,111.4899979,76.20999908,3.25,97.41999817,28663,8940,4.53000021,4775,587,214,64.19999695,99.93260193
2023,Q1,Fixed Broadband,Doha,185302,319,95.95999908,473.6099854,127.9000015,83.98000336,1.899999976,95.33999634,25514,11969,4.570000172,5719,606,222,66.68000031,99.92520142
2023,Q1,Fixed Broadband,Al Rayyan,198458,310.8299866,109.1399994,524.3300171,110.9499969,83.58000183,2.819999933,93.70999908,29475,11456,5.420000076,7087,611,161,55.52000046,99.96620178
2023,Q1,Fixed Broadband,Al Wakrah,216310,319.5,113.6299973,477.9400024,122.9700012,86.73000336,2.190000057,94.97000122,28338,13080,4.619999886,3679,497,274,60.99000168,99.96589661
2023,Q1,Fixed Broadband,Umm Salal,196168,308.8500061,111.6200027,446.3500061,119.8499985,81.68000031,3.180000067,95.45999908,26594,11363,5.610000134,3932,493,130,62.61999893,99.97250366
2023,Q1,Fixed Broadband,Al Khor,206790,314.6199951,115.0400009,475.6700134,124.3399963,88.13999939,2.420000076,96.87999725,23330,11122,5.420000076,7214,567,202,77.48000336,99.97579956
2023,Q1,Managed Services,Doha,192938,303.4899902,113.3799973,469.0700073,110.7399979,77.01000214,2.450000048,98.94999695,33386,8776,3.869999886,4597,399,100,73.55999756,99.94480133
2023,Q1,Managed Services,Al Rayyan,202291,283.3699951,107.1800003,500.25,130.6399994,70.70999908,3.109999895,98.30000305,25163,10151,4.690000057,5274,444,191,66.16999817,99.96399689
2023,Q1,Managed Services,Al Wakrah,191480,333.4400024,111.6200027,487.8900146,116.3199997,75.79000092,2.920000076,97.26000214,35282,8891,4.869999886,5189,667,161,70.33000183,99.95659637
2023,Q1,Managed Services,Umm Salal,197037,327.4500122,98.87000275,489.9200134,107.9000015,80.37000275,1.360000014,97.79000092,31774,8683,5.880000114,4174,480,265,51.84000015,99.9265976
2023,Q1,Managed Services,Al Khor,206245,284.9100037,103.75,481.730011,133.5200043,75.93000031,2.390000105,94.41000366,29847,7114,4.03000021,6164,675,199,49.49000168,99.92449951
2023,Q1,IoT,Doha,203654,289.9299927,106.6299973,508.9899902,113.7200012,83.13999939,3.00999999,96.88999939,29258,12282,4.829999924,6056,528,188,57.65000153,99.92369843
2023,Q1,IoT,Al Rayyan,205175,269.7900085,108.2900009,483.6400146,133.2799988,78.37999725,2.24000001,98,31788,8292,6.949999809,4158,638,139,53.99000168,99.93830109
